timestamp,image,model,variant,prompt,response,garbage_detected,classes_detected,inference_s,vram_mb
2026-04-22T12:34:10,medium_distance_trash127.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bag: 0.569 | plastic wrapper: 0.226 | plastic bottle: 0.197 | no garbage, clean environment: 0.006 | can: 0.001 | trash: 0.000 | trash pile: 0.000 | glass: 0.000",True,plastic bag,0.024,1659.9
2026-04-22T12:34:10,medium_distance_trash128.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic wrapper: 0.720 | plastic bag: 0.236 | no garbage, clean environment: 0.017 | trash pile: 0.015 | trash: 0.007 | plastic bottle: 0.005 | can: 0.001 | glass: 0.000",True,plastic wrapper,0.015,1659.9
2026-04-22T12:34:10,medium_distance_trash130.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.827 | plastic bag: 0.069 | no garbage, clean environment: 0.066 | plastic wrapper: 0.028 | trash pile: 0.005 | can: 0.002 | trash: 0.002 | glass: 0.001",True,plastic bottle,0.015,1659.9
2026-04-22T12:34:10,medium_distance_trash131.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.901 | plastic bag: 0.040 | no garbage, clean environment: 0.038 | plastic wrapper: 0.014 | glass: 0.003 | trash pile: 0.002 | trash: 0.001 | can: 0.000",True,plastic bottle,0.016,1659.9
2026-04-22T12:34:10,medium_distance_trash132.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.533 | plastic bag: 0.170 | plastic wrapper: 0.117 | trash pile: 0.078 | plastic bottle: 0.056 | trash: 0.045 | can: 0.001 | glass: 0.000",False,,0.017,1659.9
2026-04-22T12:34:10,medium_distance_trash133.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.413 | plastic bottle: 0.401 | trash pile: 0.118 | trash: 0.032 | plastic wrapper: 0.014 | plastic bag: 0.009 | glass: 0.007 | can: 0.006",True,plastic bottle,0.021,1659.9
2026-04-22T12:34:10,medium_distance_trash134.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.419 | plastic bottle: 0.368 | trash pile: 0.076 | can: 0.063 | plastic wrapper: 0.036 | trash: 0.027 | glass: 0.007 | plastic bag: 0.005",True,plastic bottle,0.026,1659.9
2026-04-22T12:34:10,medium_distance_trash199.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bag: 0.703 | no garbage, clean environment: 0.144 | trash pile: 0.077 | plastic bottle: 0.032 | plastic wrapper: 0.023 | can: 0.012 | trash: 0.009 | glass: 0.000",True,plastic bag,0.019,1659.9
2026-04-22T12:34:10,medium_distance_trash200.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic wrapper: 0.828 | plastic bottle: 0.076 | plastic bag: 0.030 | glass: 0.019 | can: 0.018 | trash pile: 0.012 | no garbage, clean environment: 0.010 | trash: 0.008",True,plastic wrapper,0.017,1659.9
2026-04-22T12:34:10,medium_distance_trash202.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic wrapper: 0.527 | plastic bottle: 0.342 | plastic bag: 0.104 | no garbage, clean environment: 0.017 | trash pile: 0.004 | can: 0.002 | trash: 0.002 | glass: 0.001",True,"plastic bottle, plastic wrapper",0.017,1659.9
2026-04-22T12:34:10,medium_distance_trash203.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.475 | plastic bag: 0.468 | no garbage, clean environment: 0.021 | plastic wrapper: 0.019 | trash pile: 0.013 | trash: 0.002 | glass: 0.001 | can: 0.000",True,"plastic bottle, plastic bag",0.021,1659.9
2026-04-22T12:34:10,medium_distance_trash204.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic wrapper: 0.403 | trash pile: 0.292 | no garbage, clean environment: 0.117 | trash: 0.056 | can: 0.050 | plastic bottle: 0.031 | glass: 0.026 | plastic bag: 0.025",True,"plastic wrapper, trash pile",0.023,1659.9
2026-04-22T12:34:10,medium_distance_trash206.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.485 | plastic bag: 0.151 | plastic bottle: 0.086 | trash pile: 0.082 | plastic wrapper: 0.075 | can: 0.059 | glass: 0.045 | trash: 0.016",False,,0.017,1659.9
2026-04-22T12:34:10,medium_distance_trash207.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.755 | no garbage, clean environment: 0.120 | plastic bag: 0.060 | trash pile: 0.029 | plastic wrapper: 0.020 | trash: 0.014 | glass: 0.001 | can: 0.000",True,plastic bottle,0.015,1659.9
2026-04-22T12:34:11,medium_distance_trash208.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","no garbage, clean environment: 0.358 | trash pile: 0.244 | plastic bottle: 0.141 | trash: 0.132 | plastic bag: 0.049 | can: 0.040 | plastic wrapper: 0.028 | glass: 0.007",False,,0.019,1659.9
2026-04-22T12:34:11,medium_distance_trash209.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bag: 0.564 | plastic bottle: 0.367 | no garbage, clean environment: 0.047 | plastic wrapper: 0.016 | trash pile: 0.003 | trash: 0.002 | glass: 0.000 | can: 0.000",True,"plastic bottle, plastic bag",0.015,1659.9
2026-04-22T12:34:11,medium_distance_trash210.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.336 | no garbage, clean environment: 0.227 | plastic wrapper: 0.203 | plastic bag: 0.195 | trash pile: 0.020 | trash: 0.016 | glass: 0.002 | can: 0.001",True,plastic bottle,0.016,1659.9
2026-04-22T12:34:11,medium_distance_trash211.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","plastic bottle: 0.710 | no garbage, clean environment: 0.208 | trash pile: 0.047 | plastic wrapper: 0.014 | trash: 0.009 | glass: 0.005 | plastic bag: 0.004 | can: 0.003",True,plastic bottle,0.014,1659.9
2026-04-22T12:34:11,medium_distance_trash212.jpg,clip,openai/clip-vit-large-patch14,"zero-shot classification, threshold=0.25","trash pile: 0.309 | no garbage, clean environment: 0.287 | can: 0.189 | plastic bottle: 0.079 | trash: 0.047 | plastic bag: 0.046 | plastic wrapper: 0.022 | glass: 0.020",True,trash pile,0.021,1659.9
